x,y
180640,330080
180720,330240
180600,330360
180480,330480
180440,330680
180440,330840
180480,331040
180560,331200
180640,331360
180720,331520
180800,331680
180880,331840
180960,332000
181040,332160
181120,332320
181200,332480
181280,332640
181360,332800
181440,332960
181520,333120
181480,333240
181400,333400
181320,333560
181240,333720
181120,333680
181000,333560
180880,333440
180800,333280
180720,333120
180640,332960
180560,332800
180480,332640
180360,332520
180240,332400
180080,332320
179880,332280
179680,332240
179560,332120
179520,331920
179440,331760
179400,331560
179320,331400
179200,331280
179080,331160
179000,331000
178840,330920
178760,330760
178640,330640
178520,330520
178480,330320
178440,330120
178520,329960
178600,329800
178720,329680
178880,329600
179120,329600
179320,329640
179480,329720
179640,329800
179760,329920
179840,330080
179960,330200
180120,330280
180320,330240
180520,330200
180640,330080
