36.7019	-119.7391
36.3328	-119.2907
33.9305	-118.3688
37.9508	-121.2692
38.0296	-121.8969
38.4436	-122.7092
39.7569	-121.8595
38.7122	-121.381
37.4823	-122.2034
38.5352	-121.7746
34.1816	-118.1747
34.0141	-118.0606
33.8525	-116.5405
34.1065	-117.2732
33.9253	-117.9523
33.1277	-117.0741
37.5357	-121.9618
37.012	-122.1929
34.636	-120.4541
37.6849	-121.7657
37.7661	-122.3978
38.1029	-122.2369
37.34	-121.8875
34.1991	-118.5327
33.824	-118.1895
34.1362	-117.9238
34.1756	-118.3167
34.0506	-118.4566
34.4208	-119.7007
33.9291	-118.2097
32.64	-117.083
33.9818	-117.3724
37.9728	-122.5184
38.3115	-122.2942
35.2826	-120.6546
38.6141	-121.3669
36.6986	-121.6354
38.0067	-121.6414
37.9391	-122.0247
37.6424	-120.9936
34.2775	-118.6847
34.0669	-117.7508
34.0672	-118.2419
34.895	-117.0236
32.5838	-116.9375
33.6739	-117.9258
38.94	-119.97
38.75	-121.26
39.1388	-121.6191
34.5042	-117.3297
32.7104	-117.1525
34.252	-119.1545
37.4883	-120.8355
36.7816	-119.7732
38.5679	-121.4931
36.8194	-119.7165
32.6765	-115.4832
32.4977	-116.977
35.3855	-119.0147
35.3561	-119.0402
34.4455	-119.8287
32.6778	-115.3897
32.5	-117.1166
32.3433	-117.0547
32	-115
37.9643	-122.3391
38.6369	-121.5133
39.2508	-119.9563
